occurrence_year,homicide_type,occurrence_date,neighbourhood,day_of_week
2014,Shooting,2014-10-30,Downsview-Roding-CFB (26),Thu
2014,Shooting,2014-11-06,Keelesdale-Eglinton West (110),Thu
2013,Shooting,2013-09-23,Moss Park (73),Mon
2013,Other,2013-05-24,Rockcliffe-Smythe (111),Fri
2013,Stabbing,2013-10-06,Bay Street Corridor (76),Sun
2013,Other,2013-10-20,Kensington-Chinatown (78),Sun
2013,Other,2013-11-01,Regent Park (72),Fri
2013,Other,2013-11-09,Wychwood (94),Sat
2013,Shooting,2013-11-10,The Beaches (63),Sun
2013,Stabbing,2013-11-25,Lawrence Park North (105),Mon
2013,Other,2013-12-26,Pelmo Park-Humberlea (23),Thu
2013,Other,2013-12-27,Milliken (130),Fri
2013,Other,2013-07-04,Clanton Park (33),Thu
2010,Other,2010-05-29,Downsview-Roding-CFB (26),Sat
2008,Shooting,2008-02-01,Eglinton East (138),Fri
2006,Shooting,2006-10-27,Waterfront Communities-The Island (77),Fri
2012,Shooting,2012-01-27,Dufferin Grove (83),Fri
2012,Shooting,2012-02-20,Lansing-Westgate (38),Mon
2012,Shooting,2012-02-20,Lansing-Westgate (38),Mon
2012,Other,2012-02-29,L'Amoreaux (117),Wed
2012,Other,2012-03-11,Willowdale East (51),Sun
2010,Stabbing,2010-06-12,Casa Loma (96),Sat
2012,Stabbing,2012-03-23,Kingsway South (15),Fri
2010,Other,2010-05-08,Dovercourt-Wallace Emerson-Junction (93),Sat
2010,Stabbing,2010-05-29,High Park-Swansea (87),Sat
2010,Other,2010-06-12,New Toronto (18),Sat
2010,Stabbing,2010-06-29,Willowridge-Martingrove-Richview (7),Tue
2010,Stabbing,2010-06-30,Rockcliffe-Smythe (111),Wed
2010,Shooting,2010-07-02,Downsview-Roding-CFB (26),Fri
2010,Stabbing,2010-07-02,Annex (95),Fri
2012,Shooting,2012-04-12,Rockcliffe-Smythe (111),Thu
2012,Stabbing,2012-04-15,Victoria Village (43),Sun
2012,Other,2012-04-16,High Park North (88),Mon
2012,Shooting,2012-05-04,Englemount-Lawrence (32),Fri
2012,Shooting,2012-05-09,Yonge-Eglinton (100),Wed
2012,Other,2012-05-07,Oakridge (121),Mon
2012,Shooting,2012-05-10,Lambton Baby Point (114),Thu
2012,Other,2012-05-14,Moss Park (73),Mon
2012,Shooting,2012-05-31,Centennial Scarborough (133),Thu
2012,Shooting,2012-06-02,Bay Street Corridor (76),Sat
2012,Shooting,2012-06-02,Bay Street Corridor (76),Sat
2012,Shooting,2012-06-18,Trinity-Bellwoods (81),Mon
2012,Shooting,2012-06-22,Dorset Park (126),Fri
2012,Shooting,2012-06-23,Willowdale East (51),Sat
2012,Shooting,2012-07-05,Islington-City Centre West (14),Thu
2012,Shooting,2012-07-16,West Hill (136),Mon
2012,Shooting,2012-07-16,West Hill (136),Mon
2012,Shooting,2012-07-17,Rockcliffe-Smythe (111),Tue
2012,Shooting,2012-07-19,Englemount-Lawrence (32),Thu
2012,Other,2012-07-22,Bendale (127),Sun
2012,Shooting,2012-08-01,Black Creek (24),Wed
2012,Other,2012-08-07,Malvern (132),Tue
2012,Other,2012-08-24,Clairlea-Birchmount (120),Fri
2012,Shooting,2012-09-08,Malvern (132),Sat
2012,Shooting,2012-09-08,The Beaches (63),Sat
2012,Shooting,2012-09-16,Glenfield-Jane Heights (25),Sun
2012,Other,2012-09-15,Briar Hill-Belgravia (108),Sat
2012,Shooting,2012-09-18,Mount Olive-Silverstone-Jamestown (2),Tue
2012,Shooting,2012-09-18,Mount Olive-Silverstone-Jamestown (2),Tue
2012,Shooting,2012-10-11,Black Creek (24),Thu
2012,Other,2012-10-17,Woburn (137),Wed
2012,Stabbing,2012-10-23,Cabbagetown-South St.James Town (71),Tue
2012,Shooting,2012-10-28,Morningside (135),Sun
2012,Shooting,2012-10-29,Yorkdale-Glen Park (31),Mon
2012,Stabbing,2012-10-29,South Parkdale (85),Mon
2012,Shooting,2012-10-30,Mount Dennis (115),Tue
2012,Shooting,2012-11-11,Kensington-Chinatown (78),Sun
2012,Other,2012-11-12,Mount Olive-Silverstone-Jamestown (2),Mon
2012,Other,2012-11-14,Woodbine Corridor (64),Wed
2012,Stabbing,2012-11-17,Banbury-Don Mills (42),Sat
2012,Shooting,2012-12-02,Downsview-Roding-CFB (26),Sun
2012,Other,2012-07-02,Playter Estates-Danforth (67),Mon
2012,Stabbing,2012-12-20,Cabbagetown-South St.James Town (71),Thu
2012,Other,2012-07-03,Markland Wood (12),Tue
2012,Shooting,2012-11-29,Markland Wood (12),Thu
2010,Shooting,2010-07-06,Dorset Park (126),Tue
2010,Shooting,2010-07-10,Kensington-Chinatown (78),Sat
2010,Stabbing,2010-07-14,Bendale (127),Wed
2010,Shooting,2010-07-13,Flemingdon Park (44),Tue
2010,Shooting,2010-07-16,Agincourt South-Malvern West (128),Fri
2010,Shooting,2010-07-30,Glenfield-Jane Heights (25),Fri
2010,Shooting,2010-07-30,West Humber-Clairville (1),Fri
2010,Stabbing,2010-07-31,Flemingdon Park (44),Sat
2010,Shooting,2010-08-14,Islington-City Centre West (14),Sat
2010,Shooting,2010-08-14,North St.James Town (74),Sat
2010,Shooting,2010-08-24,Englemount-Lawrence (32),Tue
2010,Stabbing,2010-08-27,Dufferin Grove (83),Fri
2010,Shooting,2010-09-10,Woburn (137),Fri
2010,Shooting,2010-09-12,Black Creek (24),Sun
2010,Stabbing,2010-09-25,Humber Heights-Westmount (8),Sat
2010,Other,2010-08-29,Junction Area (90),Sun
2010,Shooting,2010-09-29,Weston (113),Wed
2010,Shooting,2010-09-29,Weston (113),Wed
2010,Shooting,2010-10-04,South Parkdale (85),Mon
2010,Other,2010-07-09,Victoria Village (43),Fri
2010,Shooting,2010-10-04,Black Creek (24),Mon
2010,Shooting,2010-10-09,Regent Park (72),Sat
2010,Shooting,2010-10-09,Regent Park (72),Sat
2010,Shooting,2010-10-17,Oakridge (121),Sun
2010,Shooting,2010-10-25,Regent Park (72),Mon
2010,Stabbing,2010-10-27,South Riverdale (70),Wed
2010,Shooting,2010-11-17,Willowdale West (37),Wed
2010,Shooting,2010-11-20,Don Valley Village (47),Sat
2010,Shooting,2010-11-22,Glenfield-Jane Heights (25),Mon
2010,Shooting,2010-11-24,Woburn (137),Wed
2010,Other,2010-11-27,Waterfront Communities-The Island (77),Sat
2010,Shooting,2010-11-29,Regent Park (72),Mon
2010,Other,2010-12-02,East End-Danforth (62),Thu
2010,Shooting,2010-12-25,Rockcliffe-Smythe (111),Sat
2010,Other,2010-08-08,Cabbagetown-South St.James Town (71),Sun
2010,Other,2010-09-12,Brookhaven-Amesbury (30),Sun
2010,Other,2010-05-25,Woburn (137),Tue
2013,Stabbing,2013-01-01,York University Heights (27),Tue
2013,Shooting,2013-01-18,Regent Park (72),Fri
2013,Other,2013-01-19,Willowridge-Martingrove-Richview (7),Sat
2005,Shooting,2005-07-31,Bay Street Corridor (76),Sun
2005,Shooting,2005-08-03,Mount Olive-Silverstone-Jamestown (2),Wed
2008,Shooting,2008-02-17,Malvern (132),Sun
2008,Shooting,2008-02-22,Woburn (137),Fri
2005,Shooting,2005-08-05,L'Amoreaux (117),Fri
2008,Other,2008-02-23,Trinity-Bellwoods (81),Sat
2005,Shooting,2005-08-07,Cabbagetown-South St.James Town (71),Sun
2008,Other,2008-02-28,Clanton Park (33),Thu
2005,Shooting,2005-08-07,Cabbagetown-South St.James Town (71),Sun
2008,Shooting,2008-03-14,Yorkdale-Glen Park (31),Fri
2005,Shooting,2005-08-13,Humber Heights-Westmount (8),Sat
2008,Stabbing,2008-03-18,Etobicoke West Mall (13),Tue
2005,Shooting,2005-08-15,North St.James Town (74),Mon
2008,Shooting,2008-03-18,South Riverdale (70),Tue
2005,Shooting,2005-08-16,Flemingdon Park (44),Tue
2008,Stabbing,2008-04-17,Dovercourt-Wallace Emerson-Junction (93),Thu
2005,Other,2005-08-18,Bendale (127),Thu
2008,Stabbing,2008-05-04,Scarborough Village (139),Sun
2005,Other,2005-08-20,New Toronto (18),Sat
2008,Stabbing,2008-04-30,Junction Area (90),Wed
2005,Shooting,2005-08-25,Scarborough Village (139),Thu
2008,Other,2008-05-04,Scarborough Village (139),Sun
2005,Shooting,2005-08-30,Glenfield-Jane Heights (25),Tue
2008,Stabbing,2008-05-17,Banbury-Don Mills (42),Sat
2005,Other,2005-08-31,Moss Park (73),Wed
2008,Other,2008-05-17,Banbury-Don Mills (42),Sat
2005,Stabbing,2005-09-06,Banbury-Don Mills (42),Tue
2008,Shooting,2008-05-28,Malvern (132),Wed
2005,Shooting,2005-09-08,Rustic (28),Thu
2008,Shooting,2008-05-28,Tam O'Shanter-Sullivan (118),Wed
2005,Shooting,2005-09-09,Niagara (82),Fri
2008,Shooting,2008-05-30,Victoria Village (43),Fri
2005,Shooting,2005-09-10,Black Creek (24),Sat
2008,Shooting,2008-02-25,East End-Danforth (62),Mon
2005,Shooting,2005-09-13,Glenfield-Jane Heights (25),Tue
2008,Shooting,2008-06-13,Niagara (82),Fri
2005,Shooting,2005-09-16,South Parkdale (85),Fri
2008,Shooting,2008-06-13,Niagara (82),Fri
2005,Shooting,2005-09-16,Elms-Old Rexdale (5),Fri
2005,Shooting,2005-09-16,Elms-Old Rexdale (5),Fri
2005,Shooting,2005-09-16,Elms-Old Rexdale (5),Fri
2005,Other,2005-09-22,Old East York (58),Thu
2005,Stabbing,2005-10-01,West Hill (136),Sat
2005,Shooting,2005-10-22,Mount Olive-Silverstone-Jamestown (2),Sat
2005,Shooting,2005-10-23,West Humber-Clairville (1),Sun
2005,Shooting,2005-10-23,West Humber-Clairville (1),Sun
2005,Shooting,2005-11-01,L'Amoreaux (117),Tue
2005,Shooting,2005-11-09,Oakwood Village (107),Wed
2005,Stabbing,2005-11-12,Willowdale East (51),Sat
2005,Shooting,2005-11-14,Weston-Pellam Park (91),Mon
2005,Shooting,2005-11-18,West Humber-Clairville (1),Fri
2005,Other,2005-11-02,O'Connor-Parkview (54),Wed
2005,Stabbing,2005-11-26,Dorset Park (126),Sat
2005,Shooting,2005-11-29,Dovercourt-Wallace Emerson-Junction (93),Tue
2005,Other,2005-01-26,Black Creek (24),Wed
2005,Shooting,2005-12-01,Humber Summit (21),Thu
2005,Other,2005-11-05,South Parkdale (85),Sat
2005,Other,2005-12-16,Forest Hill North (102),Fri
2005,Shooting,2005-12-23,Glenfield-Jane Heights (25),Fri
2005,Shooting,2005-12-26,Woodbine Corridor (64),Mon
2005,Stabbing,2005-09-19,Clanton Park (33),Mon
2005,Other,2005-01-24,Steeles (116),Mon
2006,Shooting,2006-01-01,Briar Hill-Belgravia (108),Sun
2006,Other,2006-01-26,Bedford Park-Nortown (39),Thu
2006,Shooting,2006-02-06,Glenfield-Jane Heights (25),Mon
2006,Stabbing,2006-02-09,L'Amoreaux (117),Thu
2006,Stabbing,2006-02-09,L'Amoreaux (117),Thu
2006,Stabbing,2006-02-09,L'Amoreaux (117),Thu
2006,Stabbing,2006-02-08,Flemingdon Park (44),Wed
2006,Other,2006-03-02,Taylor-Massey (61),Thu
2006,Other,2006-03-04,Highland Creek (134),Sat
2006,Shooting,2006-03-12,Humbermede (22),Sun
2006,Shooting,2006-03-14,Scarborough Village (139),Tue
2006,Shooting,2006-03-20,Cabbagetown-South St.James Town (71),Mon
2006,Shooting,2006-03-27,Mount Dennis (115),Mon
2006,Shooting,2006-03-27,Glenfield-Jane Heights (25),Mon
2006,Other,2006-04-07,Humbermede (22),Fri
2006,Stabbing,2006-04-20,Downsview-Roding-CFB (26),Thu
2006,Stabbing,2006-04-26,Don Valley Village (47),Wed
2006,Shooting,2006-04-29,Flemingdon Park (44),Sat
2006,Stabbing,2006-04-29,New Toronto (18),Sat
2006,Stabbing,2006-05-02,Greenwood-Coxwell (65),Tue
2006,Stabbing,2006-05-15,Kensington-Chinatown (78),Mon
2006,Other,2006-05-17,Taylor-Massey (61),Wed
2006,Stabbing,2006-11-05,O'Connor-Parkview (54),Sun
2006,Other,2006-05-26,Humewood-Cedarvale (106),Fri
2006,Shooting,2006-05-28,Woburn (137),Sun
2006,Shooting,2006-06-03,Weston (113),Sat
2006,Stabbing,2006-06-03,Downsview-Roding-CFB (26),Sat
2006,Shooting,2006-06-12,Rustic (28),Mon
2006,Stabbing,2006-06-13,Mount Dennis (115),Tue
2006,Stabbing,2006-06-22,Downsview-Roding-CFB (26),Thu
2006,Shooting,2006-06-23,Malvern (132),Fri
2006,Other,2006-06-23,Church-Yonge Corridor (75),Fri
2006,Shooting,2006-06-26,Waterfront Communities-The Island (77),Mon
2006,Shooting,2006-07-02,Junction Area (90),Sun
2006,Shooting,2006-07-05,Alderwood (20),Wed
2006,Shooting,2006-07-11,Church-Yonge Corridor (75),Tue
2006,Shooting,2006-07-12,Rouge (131),Wed
2006,Shooting,2006-07-12,Mount Dennis (115),Wed
2006,Stabbing,2006-07-14,West Humber-Clairville (1),Fri
2006,Stabbing,2006-07-15,O'Connor-Parkview (54),Sat
2006,Shooting,2006-07-17,O'Connor-Parkview (54),Mon
2006,Other,2006-06-02,Danforth (66),Fri
2006,Other,2006-07-27,Malvern (132),Thu
2006,Other,2006-08-05,South Parkdale (85),Sat
2006,Stabbing,2006-09-11,Bay Street Corridor (76),Mon
2006,Stabbing,2006-09-11,Bay Street Corridor (76),Mon
2006,Shooting,2006-09-14,L'Amoreaux (117),Thu
2006,Other,2006-09-17,Woburn (137),Sun
2006,Shooting,2006-09-17,South Parkdale (85),Sun
2006,Stabbing,2006-09-17,Steeles (116),Sun
2006,Other,2006-09-21,Birchcliffe-Cliffside (122),Thu
2006,Other,2006-09-22,Church-Yonge Corridor (75),Fri
2006,Shooting,2006-09-25,Humber Summit (21),Mon
2006,Shooting,2006-10-09,Victoria Village (43),Mon
2006,Other,2006-10-17,Wexford/Maryvale (119),Tue
2006,Stabbing,2006-10-21,Morningside (135),Sat
2006,Other,2006-10-27,Stonegate-Queensway (16),Fri
2006,Stabbing,2006-10-11,Cabbagetown-South St.James Town (71),Wed
2008,Shooting,2008-06-15,Rockcliffe-Smythe (111),Sun
2006,Stabbing,2006-11-05,O'Connor-Parkview (54),Sun
2008,Other,2008-06-23,Clairlea-Birchmount (120),Mon
2006,Shooting,2006-11-14,Malvern (132),Tue
2008,Other,2008-06-22,O'Connor-Parkview (54),Sun
2006,Other,2006-11-25,Lambton Baby Point (114),Sat
2008,Shooting,2008-07-09,Wexford/Maryvale (119),Wed
2006,Shooting,2006-12-03,Waterfront Communities-The Island (77),Sun
2008,Stabbing,2008-07-14,Yonge-St.Clair (97),Mon
2006,Other,2006-12-03,Malvern (132),Sun
2008,Shooting,2008-07-17,Morningside (135),Thu
2017,Stabbing,2017-11-14,Weston (113),Tue
2006,Other,2006-12-20,Regent Park (72),Wed
2006,Shooting,2006-12-25,South Parkdale (85),Mon
2006,Stabbing,2006-12-26,West Humber-Clairville (1),Tue
2006,Shooting,2006-12-27,Black Creek (24),Wed
2006,Other,2006-10-06,Islington-City Centre West (14),Fri
2007,Shooting,2007-01-01,Malvern (132),Mon
2007,Shooting,2007-01-11,Flemingdon Park (44),Thu
2007,Other,2007-01-11,Weston (113),Thu
2007,Shooting,2007-01-14,Agincourt South-Malvern West (128),Sun
2007,Stabbing,2007-01-20,Rockcliffe-Smythe (111),Sat
2007,Shooting,2007-02-04,Cliffcrest (123),Sun
2007,Stabbing,2007-02-14,Downsview-Roding-CFB (26),Wed
2007,Stabbing,2007-03-09,Clairlea-Birchmount (120),Fri
2007,Shooting,2007-03-15,Humbermede (22),Thu
2007,Shooting,2007-03-17,Oakwood Village (107),Sat
2007,Other,2007-03-28,Willowdale East (51),Wed
2007,Stabbing,2007-04-02,Glenfield-Jane Heights (25),Mon
2007,Shooting,2007-04-04,Cabbagetown-South St.James Town (71),Wed
2007,Shooting,2007-04-05,Mount Olive-Silverstone-Jamestown (2),Thu
2007,Other,2007-04-06,Woburn (137),Fri
2007,Stabbing,2007-04-09,Clanton Park (33),Mon
2007,Shooting,2007-04-12,South Riverdale (70),Thu
2007,Stabbing,2007-04-13,Kennedy Park (124),Fri
2007,Shooting,2007-04-21,Downsview-Roding-CFB (26),Sat
2007,Stabbing,2007-04-22,North Riverdale (68),Sun
2007,Other,2007-04-29,Bay Street Corridor (76),Sun
2007,Shooting,2007-05-09,Rouge (131),Wed
2007,Other,2007-05-14,Elms-Old Rexdale (5),Mon
2007,Shooting,2007-05-18,Mount Pleasant East (99),Fri
2007,Shooting,2007-05-21,Humbermede (22),Mon
2007,Shooting,2007-05-23,Banbury-Don Mills (42),Wed
2007,Shooting,2007-05-20,Kensington-Chinatown (78),Sun
2007,Other,2007-05-26,Waterfront Communities-The Island (77),Sat
2007,Stabbing,2007-06-05,Parkwoods-Donalda (45),Tue
2007,Shooting,2007-06-09,Mount Olive-Silverstone-Jamestown (2),Sat
2007,Other,2007-05-30,Kensington-Chinatown (78),Wed
2007,Other,2007-06-17,Caledonia-Fairbank (109),Sun
2007,Other,2007-05-08,Morningside (135),Tue
2007,Stabbing,2007-06-25,Rouge (131),Mon
2007,Stabbing,2007-06-29,Moss Park (73),Fri
2007,Shooting,2007-07-04,Rouge (131),Wed
2007,Stabbing,2007-07-07,West Hill (136),Sat
2007,Shooting,2007-07-03,Yorkdale-Glen Park (31),Tue
2007,Stabbing,2007-07-17,Woburn (137),Tue
2007,Shooting,2007-07-21,Oakwood Village (107),Sat
2007,Shooting,2007-07-22,Glenfield-Jane Heights (25),Sun
2007,Shooting,2007-07-22,North St.James Town (74),Sun
2007,Shooting,2007-07-22,Waterfront Communities-The Island (77),Sun
2007,Shooting,2007-07-28,Rouge (131),Sat
2007,Other,2007-07-28,Junction Area (90),Sat
2007,Shooting,2007-07-30,West Humber-Clairville (1),Mon
2007,Stabbing,2007-07-29,Eglinton East (138),Sun
2007,Shooting,2007-08-04,Regent Park (72),Sat
2007,Stabbing,2007-08-09,Niagara (82),Thu
2007,Stabbing,2007-08-22,Thorncliffe Park (55),Wed
2007,Stabbing,2007-02-22,Islington-City Centre West (14),Thu
2007,Shooting,2007-08-26,Oakridge (121),Sun
2007,Other,2007-08-22,Cliffcrest (123),Wed
2007,Other,2007-08-31,Agincourt North (129),Fri
2007,Stabbing,2007-09-11,Dorset Park (126),Tue
2007,Other,2007-09-07,Oakwood Village (107),Fri
2007,Shooting,2007-08-16,Black Creek (24),Thu
2007,Other,2007-09-11,Weston (113),Tue
2007,Shooting,2007-09-19,Bay Street Corridor (76),Wed
2007,Other,2007-09-25,Parkwoods-Donalda (45),Tue
2007,Shooting,2007-09-28,Glenfield-Jane Heights (25),Fri
2007,Stabbing,2007-10-02,Downsview-Roding-CFB (26),Tue
2007,Shooting,2007-10-06,Rockcliffe-Smythe (111),Sat
2007,Shooting,2007-10-08,Wychwood (94),Mon
2007,Shooting,2007-10-09,Glenfield-Jane Heights (25),Tue
2007,Shooting,2007-10-14,Wexford/Maryvale (119),Sun
2007,Other,2007-10-18,Hillcrest Village (48),Thu
2007,Shooting,2007-10-21,North Riverdale (68),Sun
2007,Shooting,2007-10-27,Islington-City Centre West (14),Sat
2007,Other,2007-09-01,Clairlea-Birchmount (120),Sat
2007,Stabbing,2007-11-03,Glenfield-Jane Heights (25),Sat
2007,Shooting,2007-11-06,Moss Park (73),Tue
2007,Shooting,2007-11-23,Tam O'Shanter-Sullivan (118),Fri
2007,Shooting,2007-11-23,Malvern (132),Fri
2007,Stabbing,2007-11-23,O'Connor-Parkview (54),Fri
2007,Shooting,2007-11-25,Black Creek (24),Sun
2007,Shooting,2007-11-28,Morningside (135),Wed
2007,Shooting,2007-12-02,Malvern (132),Sun
2007,Shooting,2007-12-14,Rouge (131),Fri
2007,Shooting,2007-12-23,Regent Park (72),Sun
2007,Stabbing,2007-12-25,Mount Olive-Silverstone-Jamestown (2),Tue
2007,Stabbing,2007-12-01,Bendale (127),Sat
2007,Other,2007-02-11,Waterfront Communities-The Island (77),Sun
2008,Stabbing,2008-01-01,O'Connor-Parkview (54),Tue
2008,Shooting,2008-01-12,Bay Street Corridor (76),Sat
2008,Shooting,2008-01-17,South Riverdale (70),Thu
2008,Shooting,2008-01-22,Downsview-Roding-CFB (26),Tue
2008,Shooting,2008-02-01,Eglinton East (138),Fri
2006,Shooting,2006-07-12,Rouge (131),Wed
2008,Shooting,2008-07-19,Rouge (131),Sat
2011,Other,2011-10-17,Clairlea-Birchmount (120),Mon
2017,Shooting,2017-11-21,Rouge (131),Tue
2008,Shooting,2008-07-20,Alderwood (20),Sun
2011,Other,2011-10-07,Little Portugal (84),Fri
2008,Shooting,2008-07-20,Alderwood (20),Sun
2017,Shooting,2017-12-04,Scarborough Village (139),Mon
2013,Shooting,2013-02-24,Humber Summit (21),Sun
2008,Shooting,2008-07-20,Alderwood (20),Sun
2017,Other,2017-11-29,Church-Yonge Corridor (75),Wed
2013,Shooting,2013-06-16,Willowdale East (51),Sun
2007,Stabbing,2007-12-25,Mount Olive-Silverstone-Jamestown (2),Tue
2017,Other,2017-12-06,Centennial Scarborough (133),Wed
2013,Shooting,2013-11-24,Mount Olive-Silverstone-Jamestown (2),Sun
2007,Stabbing,2007-06-25,Rouge (131),Mon
2017,Shooting,2017-11-13,Moss Park (73),Mon
2009,Other,2009-05-20,Rockcliffe-Smythe (111),Wed
2007,Shooting,2007-07-04,Rouge (131),Wed
2017,Other,2017-12-12,Malvern (132),Tue
2014,Stabbing,2014-11-29,Thorncliffe Park (55),Sat
2008,Shooting,2008-07-26,Pelmo Park-Humberlea (23),Sat
2017,Shooting,2017-12-16,Waterfront Communities-The Island (77),Sat
2014,Stabbing,2014-11-29,Thorncliffe Park (55),Sat
2008,Shooting,2008-07-27,Keelesdale-Eglinton West (110),Sun
2018,Other,2018-01-03,Willowridge-Martingrove-Richview (7),Wed
2014,Stabbing,2014-11-29,Thorncliffe Park (55),Sat
2008,Stabbing,2008-08-02,Moss Park (73),Sat
2018,Shooting,2018-01-09,Humber Heights-Westmount (8),Tue
2014,Shooting,2014-11-16,Bay Street Corridor (76),Sun
2008,Other,2008-08-03,Roncesvalles (86),Sun
2004,Stabbing,2004-02-20,Downsview-Roding-CFB (26),Fri
2014,Stabbing,2014-12-01,Cabbagetown-South St.James Town (71),Mon
2008,Stabbing,2008-08-03,Woodbine Corridor (64),Sun
2018,Shooting,2018-01-19,Eringate-Centennial-West Deane (11),Fri
2014,Stabbing,2014-12-04,Bendale (127),Thu
2008,Shooting,2008-08-10,Agincourt South-Malvern West (128),Sun
2018,Shooting,2018-01-19,Eringate-Centennial-West Deane (11),Fri
2014,Stabbing,2014-12-09,High Park North (88),Tue
2008,Shooting,2008-08-24,Willowdale West (37),Sun
2018,Stabbing,2018-01-29,Bay Street Corridor (76),Mon
2014,Other,2014-12-15,Little Portugal (84),Mon
2008,Shooting,2008-08-26,Malvern (132),Tue
2017,Other,2017-12-31,Thorncliffe Park (55),Sun
2015,Stabbing,2015-01-10,Church-Yonge Corridor (75),Sat
2008,Other,2008-05-28,West Humber-Clairville (1),Wed
2008,Other,2008-08-22,Waterfront Communities-The Island (77),Fri
2008,Stabbing,2008-09-02,Bayview Village (52),Tue
2008,Shooting,2008-09-08,Keelesdale-Eglinton West (110),Mon
2008,Stabbing,2008-09-08,Humbermede (22),Mon
2008,Shooting,2008-09-09,Maple Leaf (29),Tue
2008,Shooting,2008-09-16,Black Creek (24),Tue
